,Date,Base_Close,Comp_Close,Spread,Base_Instrument,Comp_Instrument
1865,2013-09-16,84.52,86.56,-2.0400000000000063,/CLN16,/CLF16
1866,2013-09-17,84.41,86.45,-2.0400000000000063,/CLN16,/CLF16
1867,2013-09-18,84.95,87.23,-2.280000000000001,/CLN16,/CLF16
1868,2013-09-19,84.77,86.91,-2.1400000000000006,/CLN16,/CLF16
1869,2013-09-20,84.92,87.05,-2.1299999999999955,/CLN16,/CLF16
1870,2013-09-23,84.93,86.95,-2.019999999999996,/CLN16,/CLF16
1871,2013-09-24,84.93,86.87,-1.9399999999999977,/CLN16,/CLF16
1872,2013-09-25,84.64,86.53,-1.8900000000000006,/CLN16,/CLF16
1873,2013-09-26,85.10000000000001,87.01,-1.9099999999999966,/CLN16,/CLF16
1874,2013-09-27,84.44,86.33,-1.8900000000000006,/CLN16,/CLF16
1875,2013-09-30,84.81,86.65,-1.8400000000000034,/CLN16,/CLF16
1876,2013-10-01,84.9,86.72,-1.8199999999999932,/CLN16,/CLF16
1877,2013-10-02,85.33,87.32000000000001,-1.990000000000009,/CLN16,/CLF16
1878,2013-10-03,84.82000000000001,86.82000000000001,-2.0,/CLN16,/CLF16
1879,2013-10-04,85.38,87.42,-2.0400000000000063,/CLN16,/CLF16
1880,2013-10-07,85.77,87.82000000000001,-2.0500000000000114,/CLN16,/CLF16
1881,2013-10-08,85.28,87.49,-2.2099999999999937,/CLN16,/CLF16
1882,2013-10-09,84.91,86.99,-2.0799999999999983,/CLN16,/CLF16
1883,2013-10-10,85.47,87.76,-2.2900000000000063,/CLN16,/CLF16
1884,2013-10-11,85.59,87.85000000000001,-2.260000000000005,/CLN16,/CLF16
1885,2013-10-14,85.60000000000001,87.88,-2.279999999999987,/CLN16,/CLF16
1886,2013-10-15,85.5,87.73,-2.230000000000004,/CLN16,/CLF16
1887,2013-10-16,85.33,87.77,-2.4399999999999977,/CLN16,/CLF16
1888,2013-10-17,84.58,86.89,-2.3100000000000023,/CLN16,/CLF16
1889,2013-10-18,85.08,87.31,-2.230000000000004,/CLN16,/CLF16
1890,2013-10-21,85.06,87.08,-2.019999999999996,/CLN16,/CLF16
1891,2013-10-22,84.41,86.45,-2.0400000000000063,/CLN16,/CLF16
1892,2013-10-23,83.49,85.44,-1.9500000000000028,/CLN16,/CLF16
1893,2013-10-24,83.44,85.35000000000001,-1.9100000000000108,/CLN16,/CLF16
1894,2013-10-25,83.79,85.73,-1.9399999999999977,/CLN16,/CLF16
1895,2013-10-28,83.98,85.98,-2.0,/CLN16,/CLF16
1896,2013-10-29,83.97,85.92,-1.9500000000000028,/CLN16,/CLF16
1897,2013-10-30,84.62,86.47,-1.8499999999999943,/CLN16,/CLF16
